pair_id,query_id,product_id,query,title,brand,product_text
66396_B00A01BBCA,66396,B00A01BBCA,matrix black and decker,BLACK+DECKER Matrix Jig Saw Attachment For Cordless Drill (BDCMTJS),BLACK+DECKER,"Jigsaw tool features tool-free blade change for fast and easy change of blades
Compact design of the jig saw maximizes user control for access in tight spaces
Variable speed allows for precision performance that's right for each job
Accepts both U and T shank blades
SPM (12v Max = 0-2100, 20v Max = 0-2800 and AC 4A = 0-2300)"
60478_B00E97HEW2,60478,B00E97HEW2,lawn chair without arms,Flash Furniture Mid-Back Black Quilted Vinyl Swivel Task Office Chair,Flash Furniture,"If you're looking to update your office chair or need a desk chair for your dorm room, this computer chair offers all the style you need. The quilted design lends sophistication to your space while the adjustable height seat provides the comfort you need
[_Our chair conforms to ANSI/BIFMA standard X5.1-17_] Waterfall front seat edge removes pressure from the lower legs and improves circulation
360"
7522_B07ZZG8DH7,7522,B07ZZG8DH7,airpod pro without charging case,"BRG Compatible with Airpods Pro Case,Soft Silicone Skin Case Cover Shock-Absorbing Protective Case with Keychain [Front LED Visible] (Black)",BRG,"【Ultra Protection】For newest AirPods Pro Case, made of premium soft silicone, protects your AirPods against bumps, drops and scratches. And the bottom dust plug design, keeps the charging port clean and sealed when not in use.
【Unobstructed charging】This cover for Airpods Pro Charging Case (2019 Released) fits perfectly, won't affect wireless charging and convenience for charging the airpods from "
105701_B00FSDBFD0,105701,B00FSDBFD0,tundra black out emblems,TOYOTA Genuine 75311-0C030 Emblem,TOYOTA,"Fitment:Toyota Sequoia 2008-2016 Limited, Platinum, SR5 8 Cyl 4.6L, 8 Cyl 4.7L, 8 Cyl 5.7L 1URFE, 2UZFE, 3URFBE, 3URFE; UCK60, UCK65,
Fitment:Toyota Tacoma 2015-2016 Base, Limited, SR5 4 Cyl 2.7L, 6 Cyl 3.5L 2GRFKS, 2TRFE; GRN305, GRN310, GRN325, GRN330, TRN245
Fitment:Toyota Tundra 2007-2016 Limited, Platinum, SR5 6 Cyl 4.0L, 8 Cyl 4.6L, 8 Cyl 4.7L, 8 Cyl 5.7L 1GRFE, 1URFE, 2UZFE, 3URFBE, 3URFE; "
102547_B07FQW9K4R,102547,B07FQW9K4R,theottle cable,Venhill U01-4-101-BK Universal Motorcycle Throttle Cable Kit - 5mm OD,Venhill,"High-quality, ""build-your-own"" cable kit suitable for general motorcycle throttle application
This is a practical, durable kit for building your own throttle cables for a custom chopper, a unique classic, a show project, or a vintage race bike.
The conduit is spiral wound steel covered with tough black PVC.
The inner liner is Teflon for smooth action and zero maintenance.
The wire is galvanized st"
99601_B07X8HYQR4,99601,B07X8HYQR4,sversa 2,"Coperr 4 Packs Bands Compatible with Fitbit Versa/Fitbit Versa 2/Fitbit Versa Lite for Women Men, Narrow Slim Soft Silicone Replacement Wristband for Fitbit Versa Smart Watch with Buckle Design",Coperr,"【Slim Narrow Replacement Band for Fitbit Versa 2/ Versa/Versa Lite】Coperr Slim Thin & Narrow replacement for fitbit versa, is made of skin friendly silicone, no problems with a rash or other skin irritation. Very soft flexible, more lightweight.
【Stylish Slim Streamline Design】We design these Fitbit versa bands with a streamline narrow body, not only thin, but also a chic look. Unique narrow slim "
5689_B01HFFXLNA,5689,B01HFFXLNA,"I would buy a vintage jean jacket, with a shearling lined interior. ",Currently Unsupervised Novelty Graphic Sarcastic Funny T Shirt XL Black,Feelin Good Tees,"AWESOME FIT: Fits True to size, great fit and feel - Wash with cold water, inside out. Want to make dad look like a super star? This shirt has a great look and cool fit. This men's funny t shirt fits great and is great for men, teenagers and kids. Nothing beats a t shirts for a gift. Currently Unsupervised. Makes A Great present for someone special.
TOP QUALITY: Our Graphic Tees Professionally scr"
71400_B07MK2284T,71400,B07MK2284T,mud pie sponge holder,"Mud Pie Give Me A Squeeze Sponge Caddy, 3"" x 3"", White",Mud Pie,"Ceramic sponge holder features debossed sentiment exterior with ribbed texture detail.
Size: 3"" x 3""
Material: Dolomite
Care Instructions: Hand washing is recommended"
46616_B06XGFN6J6,46616,B06XGFN6J6,golf travel bag stopper pole,Bag Boy T-750 Wheeled Travel Cover Black/Charcoal,Bag Boy,"Extra thick 4-sided padded top with high Density foam and impact resistant PVC for maximum club protection
Deluxe in-line skate wheels provide smooth rolling action
Reinforced corners for extra protection
Ergonomic neoprene handle for easy maneuvering
Fits up to a 48-inch driver and most stand and cart bags"
74705_B00MFAOWJ8,74705,B00MFAOWJ8,numi white rose tea,"Numi Organic Tea Three Roots, 12 Count Box of Tea Bags Turmeric Tea, Pack of 3",Numi,"TURMERIC MEETS GINGER & LICORICE: Blending three organic roots Three Roots Turmeric Tea is energizing and grounding. As the complexity of the roots & the flavors of organic rose unfold it brings mental clarity. Enjoy unadulterated or with honey and milk.
MORNING AFTERNOON OR EVENING: It's always a perfect time to savor a cup of this richly flavored aromatic health-enhancing turmeric tea. Known for"
50268_B01LZWO8T2,50268,B01LZWO8T2,hercules hooks for hanging,"24pc Set ALAZCO Super Hooks - Hang Pictures Mirrors Clocks Wall Art Without Any Tool, Hammer, Nails or Drilling! Excellent Quality!",ALAZCO,"Pack of 24pc Picture Hanging Hooks: The easiest way to securely hang pictures, mirrors, frames, plaques & small shelves
Unique-design hanger inserts in wall - NO hammer or drilling needed
Pick a spot, push super hook through drywall and twist - locks in place & safely supports load up to 35lbs
Removes just as easily with twist and leaves only small hole
Reduce wall damage from nails, toggle bolts "
34582_B0002PXXFM,34582,B0002PXXFM,dog toy pig head,Charming Pet Cuddle Tugs Dog Toys,Charming Pet,"GREAT FOR INTERACTIVE PLAY & CUDDLE TIME: As well as being a perfect fetch toy, Cuddle Tugs plush dog toys open out and extend to 26 inches long, making them a perfect tug of war toy that your pup can snuggle up with after a long day of play.
K9 TUFF GUARD TECHNOLOGY: While soft and cuddly on the outside, these adorable Cuddle Tugs dog toys are made with K9 Tuff Guard Technology that features rein"
107496_B01LPNKGGI,107496,B01LPNKGGI,used xboxes,"Microsoft 4N6-00001 Xbox Controller + Cable for Windows, Black",Microsoft,"Compatible with Windows 10, Windows 8.1 and Windows 7, Xbox one, Xbox one play and charge kit, Xbox one chat headset, and Xbox one stereo headset
Experience the enhanced comfort and feel of the new Xbox wireless controller. Enjoy a powered and reliable connection with a wired controller. No need to change batteries
Get upto twice the wireless range compared to previous Xbox one controllers (tested"
72811_B07MDCSV7D,72811,B07MDCSV7D,neon pink top plus size,"Gildan Men's Ultra Cotton T-Shirt, Style G2000, 2-Pack, Safety Pink, 3X-Large",Gildan,"Longer dropped shoulder, straighter armhole, and wider, shorter sleeves
Double-stitching at the hems to make it built to last
Thick and hefty fabric
Tear away tag
Available in 2 packs and a wide array of colors so you can stock up on your favorite"
64479_B00YTFDIQ0,64479,B00YTFDIQ0,m23 for cars,"MSA OFFROAD WHEELS M23 BATTLE Flat Black Wheel with Painted and Chromium (hexavalent compounds) (14 x 7. inches /4 x 112 mm, 10 mm Offset)",MSA OFFROAD WHEELS,"FL-BLK
Flat Black"
42291_B07BTSGQQG,42291,B07BTSGQQG,foul language bird coffee mug,"Wampumtuk Grammar I Before E, Except After C and Also When You Heinously, Weird 11 Ounces Funny Coffee Mug",Wampumtuk,"This mug features printing on both sides and it is home and restaurant use, dishwasher and microwave safe. 100% pure white ceramic with money back guarantee, great gift for coffee addicts who will appreciate for years. Have a coworker or friend that is a bit crazy? This is the perfect gift for them to use every day in the office.
Your selection is a great gift idea for that friend of you that is a"
60122_B000WNL5QS,60122,B000WNL5QS,large pinata with stick,Plastic Multicolor Fringed Pinata Stick,Unique,"1 Plastic Multicolor Fringed Pinata Stick
Colorful Plastic Pinata Buster measures 30"" in length and comes in 1 of 3 color varieties
Plastic Pinata Bat is ideal for one time use and should be used under adult supervision
Use to play the classic pinata party game at your next Cinco de Mayo party or birthday party
Coordinate with other birthday party supplies and party games"
14328_B07QW563YZ,14328,B07QW563YZ,bearded dragon tank,SLSON Reptile Water Feeder Automatic Water Dispenser Waterer 13.5Oz Feeding Accessories for Turtle Bearded Dragons Lizards Geckos for Terrarium Tank,SLSON,"AUTOMATIC WATER FEEDER: This water feeder will refill the water into the dish automatically whether you are at home or not, it will provides constant source of fresh water and keep the water quality good so you will not worry if reptile have enough water.
UNIQUE DESIGN: It was design in right angle so you can put it at the corner of tank, it will not take up a lot of space. Stable base design prev"
26265_B07BV7R9F8,26265,B07BV7R9F8,cif descaler,"Keurig Descaling and Maintenance Kit by AMC - Includes 14 Ounce Descaling Solution, 10 Keurig Rinse Pods & 2 Replacement Water Filters",BOTARO,
48187_B076FYJXGN,48187,B076FYJXGN,h20 hand and nail cream,"Eucerin Advanced Repair Hand Cream, Lotion for Very Dry Skin Use After Washing with Hand Soap, Fragrance Free, 8.1 Ounce (Pack of 3)",Eucerin,"Advanced repair hand cream’s formula helps repair dry skin and provide the moisture that hands and fingers crave
Formulated with ceramide-3, natural moisturizing factors and nourishing shea butter
Frequent washing and external factors like the environment can strip hands of vital elements needed to keep hands soft, smooth and hydrated. Advanced repair hand cream leaves hands noticeably softer and "
19619_B01N7TW187,19619,B01N7TW187,breaking the habit of being yourself,Chakra Healing: A Beginner's Guide to Self-Healing Techniques that Balance the Chakras,,"<p><strong>The complete guide to balancing your chakras and healing your mind, body, and spirit</strong></p><p>Within all living beings are seven powerful centers of energy called chakras. Every chakra holds the potential for immense healing and restoration, and <em>Chakra Healing</em> can show you how to harness that power with a wide range of simple, beginner-friendly exercises that anyone can d"
17509_B0797GW888,17509,B0797GW888,blue wet and wavy hair,"Wet Brush Original Detangler Hair Brush - Purple - Exclusive Ultra-soft IntelliFlex Bristles - Glide Through Tangles With Ease For All Hair Types - For Women, Men, Wet And Dry Hair",Wet Brush,"Helps support MaxLoad system
Installation in studs or concrete with standards and brackets must be no more than 16 inches apart
Use with MaxLoad cabinets
Use with Maximum Load cabinets
Material: Epoxy coated steel"
57532_B07NRXM6TH,57532,B07NRXM6TH,kfc phone,"HZONE Kindle Fire Fast Charger, (UL Listed) AC Adapter 2A Rapid Charger with 5.0 Ft Micro-USB Cable Compatible with Fire 7 8 10 Tablet, HDX 6"" 7"" 8.9"" 9.7"" and Phone, Tab Power Supply Cord, Black",HZONE,"【COMPATIBILITY】- Micro-USB Charged Tablets and Phones including Kindle Fire Tablet Hd, Hdx 6"" 7"" 8. 9"" 9. 7"" 10"" 10. 1"" 11"" 11. 6"" 12"" 12. 1"" 12. 2"" 3g 4g LTE: GPZ45RW 3HT7G NM460GZ C9R6QM X43Z60 PW98VM DP75SDI SD4930UR 55-000662 55-000660 53-000136 53-000777 A02710 and All New Fire With Alexa, Echo Dot, Paper white, Oasis, Voyage, Fire TV Stick.
【POWER SPECS】- 5V 2. 0A 5W 9W 10W Power fast Quick "
52213_B01FVW3EXG,52213,B01FVW3EXG,hydrapeak water bottle straw lid 40oz,"Takeya Originals Bottle Spout Lid, Black",Takeya,"ORIGINAL SPOUT LID offers the ultimate combination of wide mouth convenience provides for easy, one handed drinking.
EASY CARRY WIDE LOOP HANDLE for all day carrying comfort and durability. Hinge lock keeps cap out of your way while drinking.
PREMIUM BOTTLES AND LIDS: Our innovative line of insulated hydration solutions come in a range of sizes. We offer water bottles in 18, 24, 32, 40, and 64 oz "
60945_B075XLRHNQ,60945,B075XLRHNQ,led light makeup,"Chende LED Vanity Mirror Lights, 11.53ft Hollywood Make Up Light for Vanity Stick on, 10 Large Daylight Dimmable Bulbs with AC Adapter, for Makeup Vanity Table & Bathroom Mirror, Mirror Not Included",Chende,"10 Hollywood style dimmable LED light bulbs, provide plenty on brightness to makeup in dark. 4000K light bulbs be recommended by professional makeup artist. It is soft and not dazzling, so your eyes not be hurt by the light and it is no problem to makeup for a long time.
Easy be installed in a few minutes. Easily stick it directly on the mirror, mirror frame or wall in a few minutes, and then plug"
107980_B07DLPDZH5,107980,B07DLPDZH5,vases open on both ends,"Marbrasse Retractable Cup Drying Rack, Drinking Glass and Sports Bottle Drainer Stand, Plastic Bag Dryer and Mug Tree with Non-Slip Bottom for Kitchen Countertop",Marbrasse,"PREMIUM MATERIAL - Made of food grade BPA free PP, odorless and harmless, add extra durability. With water-absorbing cloth-rag.
RETRACTABLE - Meet different demands of using, Easily adjustable to store when not in use.
SPECIAL DESIGN - Tree branches shaped on top, It can keep the cup smooth and steady.Non-slip silicone tips on bottom,also has good grip on the table
HIGH CAPACITY STORAGE - Portable"
46976_B00Y2862VC,46976,B00Y2862VC,graco for ever car seat,"GRACO Nautilus 65 LX 3in1 Harness Booster Car Seat, Matrix",GRACO,"3-in-1 harness booster helps protect your child, from toddler to youth
Grows with your child from forward-facing harness (22-65 lb) to highback booster (40-100 lb) to backless booster (40-120 lb)
No-Rethread Simply Safe Adjust Harness System allows the headrest and harness to adjust together in one motion
Fuss-free harness storage to get your child in and out easily
Removable body support helps ke"
925_B00FL8LL7M,925,B00FL8LL7M,"1"" craft marbles glass","Hiland RGLASS-BB Pit Fire Glass i n Bahama Blend, Extreme Tempature Rating, Good for Propane or Natural Gas, 10 Pounds, 10 lb",Hiland,"Fire glass is very easy to maintain because it emits no ash, soot, or smoke. Thus you can spend more time enjoying your fire pit/place and less time cleaning it
Our fire glass is not just exquisite to behold, it is also very practical. It does a wonderful job of covering the entire floor of a fire feature, effectively hiding the unseemly pipes and tubes
Heat Rating: Higher temperature when compare"
89520_B0001LUG2K,89520,B0001LUG2K,sabacc chips,100 Ct. Poker Chips Set 11.5 gram (styles will vary),"Spin Master, Inc","Five different colors included
11.5 g weighted for proper feel"
45211_B01LD5XNTU,45211,B01LD5XNTU,gift not included batteries,Cirkooh Sport Soccer Football 3D Optical Illusion Lamp 7 Colors Change Remote Control and Touch Button LED Table Desk Night Light for Bedroom Decoration,Cirkooh,"With a 15 keys LED remote controller to customize the colors of the LED desk light
Touch button: Red, Green, Blue, Yellow, Cyan, Pink, White, color changing; Package size: approx 21*15*5.5cm/8.3*5.9*2.2inch
With a USB cable (included in the package) or 3-AA battery (NOT included in the package)
Application: decoration light, a perfect gift for Kids, Lover, Birthday, Christmas and Holiday
NOTE: 3D "
